#t                         ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                   
+1.087999999999985e-08    +0.000000000000000e+00    +1.082253613055807e+06    +0.000000000000000e+00    -3.634751283550537e-03    -5.909214182535548e-02    +1.186330696751588e-01
+1.088999999999985e-08    +0.000000000000000e+00    +1.083248331450160e+06    +0.000000000000000e+00    -3.466607493174830e-03    -5.900858242489697e-02    +1.186712645397260e-01
+1.089999999999985e-08    +0.000000000000000e+00    +1.084243049844512e+06    +0.000000000000000e+00    -3.297970329459025e-03    -5.892485178224634e-02    +1.187094994967884e-01
+1.090999999999985e-08    +0.000000000000000e+00    +1.085237768238865e+06    +0.000000000000000e+00    -3.128834493980763e-03    -5.884094657026728e-02    +1.187477746682341e-01
+1.091999999999985e-08    +0.000000000000000e+00    +1.086232486633218e+06    +0.000000000000000e+00    -2.959194414233187e-03    -5.875686350373442e-02    +1.187860899241292e-01
+1.092999999999985e-08    +0.000000000000000e+00    +1.087227205027571e+06    +0.000000000000000e+00    -2.789044568526924e-03    -5.867259785493460e-02    +1.188244458267705e-01
+1.093999999999985e-08    +0.000000000000000e+00    +1.088221923421924e+06    +0.000000000000000e+00    -2.618379733311535e-03    -5.858814830292221e-02    +1.188628423661845e-01
+1.094999999999985e-08    +0.000000000000000e+00    +1.089216641816277e+06    +0.000000000000000e+00    -2.447194347274810e-03    -5.850351381140408e-02    +1.189012796938212e-01
+1.095999999999985e-08    +0.000000000000000e+00    +1.090211360210629e+06    +0.000000000000000e+00    -2.275482752486734e-03    -5.841869162157413e-02    +1.189397579964004e-01
+1.096999999999985e-08    +0.000000000000000e+00    +1.091206078604982e+06    +0.000000000000000e+00    -2.103238873255155e-03    -5.833367870938774e-02    +1.189782770291637e-01
+1.097999999999985e-08    +0.000000000000000e+00    +1.092200796999335e+06    +0.000000000000000e+00    -1.930457193653892e-03    -5.824847427936047e-02    +1.190168375698856e-01
+1.098999999999985e-08    +0.000000000000000e+00    +1.093195515393687e+06    +0.000000000000000e+00    -1.757132025232956e-03    -5.816307101246021e-02    +1.190554388849883e-01
+1.099999999999985e-08    +0.000000000000000e+00    +1.094190233788040e+06    +0.000000000000000e+00    -1.583256863548312e-03    -5.807747506716639e-02    +1.190940815550326e-01
+1.100999999999985e-08    +0.000000000000000e+00    +1.095184952182393e+06    +0.000000000000000e+00    -1.408825975187316e-03    -5.799168075780205e-02    +1.191327658556003e-01
+1.101999999999985e-08    +0.000000000000000e+00    +1.096179670576746e+06    +0.000000000000000e+00    -1.233832993668356e-03    -5.790567791138216e-02    +1.191714916183489e-01
+1.102999999999985e-08    +0.000000000000000e+00    +1.097174388971098e+06    +0.000000000000000e+00    -1.058272033375315e-03    -5.781947796627560e-02    +1.192102591700934e-01
+1.103999999999985e-08    +0.000000000000000e+00    +1.098169107365451e+06    +0.000000000000000e+00    -8.821365797580189e-04    -5.773306659756716e-02    +1.192490682841626e-01
+1.104999999999985e-08    +0.000000000000000e+00    +1.099163825759804e+06    +0.000000000000000e+00    -7.054200624180865e-04    -5.764644440090165e-02    +1.192879191609042e-01
+1.105999999999985e-08    +0.000000000000000e+00    +1.100158544154156e+06    +0.000000000000000e+00    -5.281158992503640e-04    -5.755961088547297e-02    +1.193268119633516e-01
+1.106999999999985e-08    +0.000000000000000e+00    +1.101153262548510e+06    +0.000000000000000e+00    -3.502175520539900e-04    -5.747255715804873e-02    +1.193657466578684e-01
+1.107999999999985e-08    +0.000000000000000e+00    +1.102147980942862e+06    +0.000000000000000e+00    -1.717182165813981e-04    -5.738528506386274e-02    +1.194047233939929e-01
+1.108999999999985e-08    +0.000000000000000e+00    +1.103142699337215e+06    +0.000000000000000e+00    +7.388456551651905e-06    -5.729779598864848e-02    +1.194437422437956e-01
+1.109999999999985e-08    +0.000000000000000e+00    +1.104137417731568e+06    +0.000000000000000e+00    +1.871100209765664e-04    -5.721007886543654e-02    +1.194828032091415e-01
+1.110999999999985e-08    +0.000000000000000e+00    +1.105132136125920e+06    +0.000000000000000e+00    +3.674531852041113e-04    -5.712213767508238e-02    +1.195219062450673e-01
+1.111999999999985e-08    +0.000000000000000e+00    +1.106126854520273e+06    +0.000000000000000e+00    +5.484253611861162e-04    -5.703396678364137e-02    +1.195610514532716e-01
+1.112999999999985e-08    +0.000000000000000e+00    +1.107121572914626e+06    +0.000000000000000e+00    +7.300335831835386e-04    -5.694556186379720e-02    +1.196002389264801e-01
+1.113999999999985e-08    +0.000000000000000e+00    +1.108116291308979e+06    +0.000000000000000e+00    +9.122852617430832e-04    -5.685692235268578e-02    +1.196394685479420e-01
+1.114999999999985e-08    +0.000000000000000e+00    +1.109111009703331e+06    +0.000000000000000e+00    +1.095188079361312e-03    -5.676804464459975e-02    +1.196787406354433e-01
+1.115999999999985e-08    +0.000000000000000e+00    +1.110105728097684e+06    +0.000000000000000e+00    +1.278749390499546e-03    -5.667892751570906e-02    +1.197180549340580e-01
+1.116999999999985e-08    +0.000000000000000e+00    +1.111100446492037e+06    +0.000000000000000e+00    +1.462976978958092e-03    -5.658956397278905e-02    +1.197574115518942e-01
+1.117999999999985e-08    +0.000000000000000e+00    +1.112095164886389e+06    +0.000000000000000e+00    +1.647878954303098e-03    -5.649995054701741e-02    +1.197968102810591e-01
+1.118999999999985e-08    +0.000000000000000e+00    +1.113089883280742e+06    +0.000000000000000e+00    +1.833463213056755e-03    -5.641008484619889e-02    +1.198362515482657e-01
+1.119999999999985e-08    +0.000000000000000e+00    +1.114084601675095e+06    +0.000000000000000e+00    +2.019737671079295e-03    -5.631996702510125e-02    +1.198757346190340e-01
+1.120999999999985e-08    +0.000000000000000e+00    +1.115079320069448e+06    +0.000000000000000e+00    +2.206710866266216e-03    -5.622958543598881e-02    +1.199152601120529e-01
+1.121999999999985e-08    +0.000000000000000e+00    +1.116074038463801e+06    +0.000000000000000e+00    +2.394391221738434e-03    -5.613894403692439e-02    +1.199548277155997e-01
+1.122999999999985e-08    +0.000000000000000e+00    +1.117068756858153e+06    +0.000000000000000e+00    +2.582786916727035e-03    -5.604803937753156e-02    +1.199944375256022e-01
+1.123999999999985e-08    +0.000000000000000e+00    +1.118063475252506e+06    +0.000000000000000e+00    +2.771906917134267e-03    -5.595686492593054e-02    +1.200340892981077e-01
+1.124999999999985e-08    +0.000000000000000e+00    +1.119058193646859e+06    +0.000000000000000e+00    +2.961760090136177e-03    -5.586541784439525e-02    +1.200737830229807e-01
+1.125999999999985e-08    +0.000000000000000e+00    +1.120052912041212e+06    +0.000000000000000e+00    +3.152355410514437e-03    -5.577369518611738e-02    +1.201135185275867e-01
+1.126999999999985e-08    +0.000000000000000e+00    +1.121047630435564e+06    +0.000000000000000e+00    +3.343701837847906e-03    -5.568169329643673e-02    +1.201532962424420e-01
+1.127999999999985e-08    +0.000000000000000e+00    +1.122042348829917e+06    +0.000000000000000e+00    +3.535808912441252e-03    -5.558940239761578e-02    +1.201931155225108e-01
+1.128999999999985e-08    +0.000000000000000e+00    +1.123037067224270e+06    +0.000000000000000e+00    +3.728685788474569e-03    -5.549682638928562e-02    +1.202329761988369e-01
+1.129999999999984e-08    +0.000000000000000e+00    +1.124031785618622e+06    +0.000000000000000e+00    +3.922342222448710e-03    -5.540396128552123e-02    +1.202728784135129e-01
+1.130999999999984e-08    +0.000000000000000e+00    +1.125026504012975e+06    +0.000000000000000e+00    +4.116788421335009e-03    -5.531079964694564e-02    +1.203128220830608e-01
+1.131999999999984e-08    +0.000000000000000e+00    +1.126021222407328e+06    +0.000000000000000e+00    +4.312033753617847e-03    -5.521733521203108e-02    +1.203528069240740e-01
+1.132999999999984e-08    +0.000000000000000e+00    +1.127015940801681e+06    +0.000000000000000e+00    +4.508088874202912e-03    -5.512357034319042e-02    +1.203928326832655e-01
+1.133999999999984e-08    +0.000000000000000e+00    +1.128010659196034e+06    +0.000000000000000e+00    +4.704963731435962e-03    -5.502949231083661e-02    +1.204328994925311e-01
+1.134999999999984e-08    +0.000000000000000e+00    +1.129005377590386e+06    +0.000000000000000e+00    +4.902669182000810e-03    -5.493510481802584e-02    +1.204730067727208e-01
+1.135999999999984e-08    +0.000000000000000e+00    +1.130000095984739e+06    +0.000000000000000e+00    +5.101215762066442e-03    -5.484039615022389e-02    +1.205131546334044e-01
+1.136999999999984e-08    +0.000000000000000e+00    +1.130994814379092e+06    +0.000000000000000e+00    +5.300614322718301e-03    -5.474536831737379e-02    +1.205533427375086e-01
+1.137999999999984e-08    +0.000000000000000e+00    +1.131989532773445e+06    +0.000000000000000e+00    +5.500876215686637e-03    -5.465001448631981e-02    +1.205935707465514e-01
+1.138999999999984e-08    +0.000000000000000e+00    +1.132984251167797e+06    +0.000000000000000e+00    +5.702012790731906e-03    -5.455433314429858e-02    +1.206338388029458e-01
+1.139999999999984e-08    +0.000000000000000e+00    +1.133978969562150e+06    +0.000000000000000e+00    +5.904035260130683e-03    -5.445831294493064e-02    +1.206741462319982e-01
+1.140999999999984e-08    +0.000000000000000e+00    +1.134973687956503e+06    +0.000000000000000e+00    +6.106955898606930e-03    -5.436195405818098e-02    +1.207144930797745e-01
+1.141999999999984e-08    +0.000000000000000e+00    +1.135968406350855e+06    +0.000000000000000e+00    +6.310786387503859e-03    -5.426524684785636e-02    +1.207548788482396e-01
+1.142999999999984e-08    +0.000000000000000e+00    +1.136963124745209e+06    +0.000000000000000e+00    +6.515539005465349e-03    -5.416818840771540e-02    +1.207953032756444e-01
+1.143999999999984e-08    +0.000000000000000e+00    +1.137957843139561e+06    +0.000000000000000e+00    +6.721226257636501e-03    -5.407077585073215e-02    +1.208357659416267e-01
+1.144999999999984e-08    +0.000000000000000e+00    +1.138952561533913e+06    +0.000000000000000e+00    +6.927861028118923e-03    -5.397299967976567e-02    +1.208762666431581e-01
+1.145999999999984e-08    +0.000000000000000e+00    +1.139947279928267e+06    +0.000000000000000e+00    +7.135456276877587e-03    -5.387485626392428e-02    +1.209168049698858e-01
+1.146999999999984e-08    +0.000000000000000e+00    +1.140941998322619e+06    +0.000000000000000e+00    +7.344025079190124e-03    -5.377634234729212e-02    +1.209573805813221e-01
+1.147999999999984e-08    +0.000000000000000e+00    +1.141936716716972e+06    +0.000000000000000e+00    +7.553581115730465e-03    -5.367744792925403e-02    +1.209979930478300e-01
+1.148999999999984e-08    +0.000000000000000e+00    +1.142931435111325e+06    +0.000000000000000e+00    +7.764138184896728e-03    -5.357816746960371e-02    +1.210386417647542e-01
+1.149999999999984e-08    +0.000000000000000e+00    +1.143926153505678e+06    +0.000000000000000e+00    +7.975710440091321e-03    -5.347850173715825e-02    +1.210793266476928e-01
+1.150999999999984e-08    +0.000000000000000e+00    +1.144920871900030e+06    +0.000000000000000e+00    +8.188311832660316e-03    -5.337844022665232e-02    +1.211200470597878e-01
+1.151999999999984e-08    +0.000000000000000e+00    +1.145915590294383e+06    +0.000000000000000e+00    +8.401957498192978e-03    -5.327797546404978e-02    +1.211608023839673e-01
+1.152999999999984e-08    +0.000000000000000e+00    +1.146910308688736e+06    +0.000000000000000e+00    +8.616662318732534e-03    -5.317710431175922e-02    +1.212015921679202e-01
+1.153999999999984e-08    +0.000000000000000e+00    +1.147905027083088e+06    +0.000000000000000e+00    +8.832441625893129e-03    -5.307581696431516e-02    +1.212424159025483e-01
+1.154999999999984e-08    +0.000000000000000e+00    +1.148899745477441e+06    +0.000000000000000e+00    +9.049311022681562e-03    -5.297411062074331e-02    +1.212832731461879e-01
+1.155999999999984e-08    +0.000000000000000e+00    +1.149894463871794e+06    +0.000000000000000e+00    +9.267286581368776e-03    -5.287197497718758e-02    +1.213241632429918e-01
+1.156999999999984e-08    +0.000000000000000e+00    +1.150889182266146e+06    +0.000000000000000e+00    +9.486384306968675e-03    -5.276940709194533e-02    +1.213650852718444e-01
+1.157999999999984e-08    +0.000000000000000e+00    +1.151883900660500e+06    +0.000000000000000e+00    +9.706621303323998e-03    -5.266639575128942e-02    +1.214060388490674e-01
+1.158999999999984e-08    +0.000000000000000e+00    +1.152878619054852e+06    +0.000000000000000e+00    +9.928014619228133e-03    -5.256293776361996e-02    +1.214470233220521e-01
+1.159999999999984e-08    +0.000000000000000e+00    +1.153873337449206e+06    +0.000000000000000e+00    +1.015058167953826e-02    -5.245902159530406e-02    +1.214880379017794e-01
+1.160999999999984e-08    +0.000000000000000e+00    +1.154868055843558e+06    +0.000000000000000e+00    +1.037434020091619e-02    -5.235464282616844e-02    +1.215290820186802e-01
+1.161999999999984e-08    +0.000000000000000e+00    +1.155862774237911e+06    +0.000000000000000e+00    +1.059930836170054e-02    -5.224979519779625e-02    +1.215701544186786e-01
+1.162999999999984e-08    +0.000000000000000e+00    +1.156857492632263e+06    +0.000000000000000e+00    +1.082550531449229e-02    -5.214446251730962e-02    +1.216112547938855e-01
+1.163999999999984e-08    +0.000000000000000e+00    +1.157852211026616e+06    +0.000000000000000e+00    +1.105294977090954e-02    -5.203864647994142e-02    +1.216523819749759e-01
+1.164999999999984e-08    +0.000000000000000e+00    +1.158846929420969e+06    +0.000000000000000e+00    +1.128166168073879e-02    -5.193233495129219e-02    +1.216935353046255e-01
+1.165999999999984e-08    +0.000000000000000e+00    +1.159841647815321e+06    +0.000000000000000e+00    +1.151166068681123e-02    -5.182551875319998e-02    +1.217347137229387e-01
+1.166999999999984e-08    +0.000000000000000e+00    +1.160836366209675e+06    +0.000000000000000e+00    +1.174296759313915e-02    -5.171819092387127e-02    +1.217759162091951e-01
+1.167999999999984e-08    +0.000000000000000e+00    +1.161831084604027e+06    +0.000000000000000e+00    +1.197560361353743e-02    -5.161034362140617e-02    +1.218171418647093e-01
+1.168999999999984e-08    +0.000000000000000e+00    +1.162825802998379e+06    +0.000000000000000e+00    +1.220959020922783e-02    -5.150195920512449e-02    +1.218583895678778e-01
+1.169999999999984e-08    +0.000000000000000e+00    +1.163820521392733e+06    +0.000000000000000e+00    +1.244494911228134e-02    -5.139304557499510e-02    +1.218996583644452e-01
+1.170999999999983e-08    +0.000000000000000e+00    +1.164815239787085e+06    +0.000000000000000e+00    +1.268170329964396e-02    -5.128357938498531e-02    +1.219409468648943e-01
+1.171999999999983e-08    +0.000000000000000e+00    +1.165809958181439e+06    +0.000000000000000e+00    +1.291987603922236e-02    -5.117355172360462e-02    +1.219822539848516e-01
+1.172999999999983e-08    +0.000000000000000e+00    +1.166804676575791e+06    +0.000000000000000e+00    +1.315949124173394e-02    -5.106295272797887e-02    +1.220235784826791e-01
+1.173999999999983e-08    +0.000000000000000e+00    +1.167799394970144e+06    +0.000000000000000e+00    +1.340057327751225e-02    -5.095177353062128e-02    +1.220649190466133e-01
+1.174999999999983e-08    +0.000000000000000e+00    +1.168794113364497e+06    +0.000000000000000e+00    +1.364314696502933e-02    -5.084000968342679e-02    +1.221062743222085e-01
+1.175999999999983e-08    +0.000000000000000e+00    +1.169788831758849e+06    +0.000000000000000e+00    +1.388723843276283e-02    -5.072763833589071e-02    +1.221476428987106e-01
+1.176999999999983e-08    +0.000000000000000e+00    +1.170783550153202e+06    +0.000000000000000e+00    +1.413287396815055e-02    -5.061465655180132e-02    +1.221890231796983e-01
+1.177999999999983e-08    +0.000000000000000e+00    +1.171778268547555e+06    +0.000000000000000e+00    +1.438008084737189e-02    -5.050105069345805e-02    +1.222304137567837e-01
+1.178999999999983e-08    +0.000000000000000e+00    +1.172772986941908e+06    +0.000000000000000e+00    +1.462888707882176e-02    -5.038680735803856e-02    +1.222718128733022e-01
+1.179999999999983e-08    +0.000000000000000e+00    +1.173767705336260e+06    +0.000000000000000e+00    +1.487932069116066e-02    -5.027191823347128e-02    +1.223132192128724e-01
+1.180999999999983e-08    +0.000000000000000e+00    +1.174762423730613e+06    +0.000000000000000e+00    +1.513141164823132e-02    -5.015637210133485e-02    +1.223546305060743e-01
+1.181999999999983e-08    +0.000000000000000e+00    +1.175757142124966e+06    +0.000000000000000e+00    +1.538519027006183e-02    -5.004015041684957e-02    +1.223960451619482e-01
+1.182999999999983e-08    +0.000000000000000e+00    +1.176751860519318e+06    +0.000000000000000e+00    +1.564068790016239e-02    -4.992324110527393e-02    +1.224374612582274e-01
+1.183999999999983e-08    +0.000000000000000e+00    +1.177746578913671e+06    +0.000000000000000e+00    +1.589793628513813e-02    -4.980563538957451e-02    +1.224788767648749e-01
+1.184999999999983e-08    +0.000000000000000e+00    +1.178741297308024e+06    +0.000000000000000e+00    +1.615696849807864e-02    -4.968731413139465e-02    +1.225202897040832e-01
+1.185999999999983e-08    +0.000000000000000e+00    +1.179736015702377e+06    +0.000000000000000e+00    +1.641781851226928e-02    -4.956826739265512e-02    +1.225616977191762e-01
+1.186999999999983e-08    +0.000000000000000e+00    +1.180730734096730e+06    +0.000000000000000e+00    +1.668052156753020e-02    -4.944847074943161e-02    +1.226030985880832e-01
+1.187999999999983e-08    +0.000000000000000e+00    +1.181725452491082e+06    +0.000000000000000e+00    +1.694511363060457e-02    -4.932791451104283e-02    +1.226444899936022e-01
+1.188999999999983e-08    +0.000000000000000e+00    +1.182720170885435e+06    +0.000000000000000e+00    +1.721163190767893e-02    -4.920658355136540e-02    +1.226858694258344e-01
+1.189999999999983e-08    +0.000000000000000e+00    +1.183714889279788e+06    +0.000000000000000e+00    +1.748011470284756e-02    -4.908445897063538e-02    +1.227272343536771e-01
+1.190999999999983e-08    +0.000000000000000e+00    +1.184709607674141e+06    +0.000000000000000e+00    +1.775060132047472e-02    -4.896152631297621e-02    +1.227685818663805e-01
+1.191999999999983e-08    +0.000000000000000e+00    +1.185704326068493e+06    +0.000000000000000e+00    +1.802313296802194e-02    -4.883777115626887e-02    +1.228099091805945e-01
+1.192999999999983e-08    +0.000000000000000e+00    +1.186699044462846e+06    +0.000000000000000e+00    +1.829775151941187e-02    -4.871317054926114e-02    +1.228512135470330e-01
+1.193999999999983e-08    +0.000000000000000e+00    +1.187693762857199e+06    +0.000000000000000e+00    +1.857450048987109e-02    -4.858770658601015e-02    +1.228924915534757e-01
+1.194999999999983e-08    +0.000000000000000e+00    +1.188688481251551e+06    +0.000000000000000e+00    +1.885342489469749e-02    -4.846136060277738e-02    +1.229337400955099e-01
+1.195999999999983e-08    +0.000000000000000e+00    +1.189683199645904e+06    +0.000000000000000e+00    +1.913457113085056e-02    -4.833411202085110e-02    +1.229749559025861e-01
+1.196999999999983e-08    +0.000000000000000e+00    +1.190677918040257e+06    +0.000000000000000e+00    +1.941798717823780e-02    -4.820594277287578e-02    +1.230161352855917e-01
+1.197999999999983e-08    +0.000000000000000e+00    +1.191672636434610e+06    +0.000000000000000e+00    +1.970372252716116e-02    -4.807682826545587e-02    +1.230572744743160e-01
+1.198999999999983e-08    +0.000000000000000e+00    +1.192667354828963e+06    +0.000000000000000e+00    +1.999182868146369e-02    -4.794674700489835e-02    +1.230983696524988e-01
+1.199999999999983e-08    +0.000000000000000e+00    +1.193662073223315e+06    +0.000000000000000e+00    +2.028235917621267e-02    -4.781567776604416e-02    +1.231394165867241e-01
+1.200999999999983e-08    +0.000000000000000e+00    +1.194656791617668e+06    +0.000000000000000e+00    +2.057536876720931e-02    -4.768359409825744e-02    +1.231804110909168e-01
+1.201999999999983e-08    +0.000000000000000e+00    +1.195651510012021e+06    +0.000000000000000e+00    +2.087091454779238e-02    -4.755047601716614e-02    +1.232213487636589e-01
+1.202999999999983e-08    +0.000000000000000e+00    +1.196646228406374e+06    +0.000000000000000e+00    +2.116905584466331e-02    -4.741629259610065e-02    +1.232622248838166e-01
+1.203999999999983e-08    +0.000000000000000e+00    +1.197640946800726e+06    +0.000000000000000e+00    +2.146985397700454e-02    -4.728102225245977e-02    +1.233030341025075e-01
+1.204999999999983e-08    +0.000000000000000e+00    +1.198635665195079e+06    +0.000000000000000e+00    +2.177337270664978e-02    -4.714463349563128e-02    +1.233437715332794e-01
+1.205999999999983e-08    +0.000000000000000e+00    +1.199630383589432e+06    +0.000000000000000e+00    +2.207967869128663e-02    -4.700710160942158e-02    +1.233844317494853e-01
+1.206999999999983e-08    +0.000000000000000e+00    +1.200625101983784e+06    +0.000000000000000e+00    +2.238884002197599e-02    -4.686839340810210e-02    +1.234250091362350e-01
+1.207999999999983e-08    +0.000000000000000e+00    +1.201619820378137e+06    +0.000000000000000e+00    +2.270092871075183e-02    -4.672847840836549e-02    +1.234654972174769e-01
+1.208999999999983e-08    +0.000000000000000e+00    +1.202614538772490e+06    +0.000000000000000e+00    +2.301601909970195e-02    -4.658732225500038e-02    +1.235058899357853e-01
+1.209999999999983e-08    +0.000000000000000e+00    +1.203609257166843e+06    +0.000000000000000e+00    +2.333418844101694e-02    -4.644489412189817e-02    +1.235461805671718e-01
+1.210999999999983e-08    +0.000000000000000e+00    +1.204603975561196e+06    +0.000000000000000e+00    +2.365551752185518e-02    -4.630116106424265e-02    +1.235863618462704e-01
+1.211999999999982e-08    +0.000000000000000e+00    +1.205598693955548e+06    +0.000000000000000e+00    +2.398009032451658e-02    -4.615608187225465e-02    +1.236264266065748e-01
+1.212999999999982e-08    +0.000000000000000e+00    +1.206593412349902e+06    +0.000000000000000e+00    +2.430799495338278e-02    -4.600961897852975e-02    +1.236663667024409e-01
+1.213999999999982e-08    +0.000000000000000e+00    +1.207588130744254e+06    +0.000000000000000e+00    +2.463932261819420e-02    -4.586173432592898e-02    +1.237061741577392e-01
+1.214999999999982e-08    +0.000000000000000e+00    +1.208582849138607e+06    +0.000000000000000e+00    +2.497416887300550e-02    -4.571238634392066e-02    +1.237458401158566e-01
+1.215999999999982e-08    +0.000000000000000e+00    +1.209577567532960e+06    +0.000000000000000e+00    +2.531263336061230e-02    -4.556153253335939e-02    +1.237853552955011e-01
+1.216999999999982e-08    +0.000000000000000e+00    +1.210572285927312e+06    +0.000000000000000e+00    +2.565482084990640e-02    -4.540912310445572e-02    +1.238247099027799e-01
+1.217999999999982e-08    +0.000000000000000e+00    +1.211567004321665e+06    +0.000000000000000e+00    +2.600084079967542e-02    -4.525511606832422e-02    +1.238638934671309e-01
+1.218999999999982e-08    +0.000000000000000e+00    +1.212561722716018e+06    +0.000000000000000e+00    +2.635080756443644e-02    -4.509945663816585e-02    +1.239028952055789e-01
+1.219999999999982e-08    +0.000000000000000e+00    +1.213556441110370e+06    +0.000000000000000e+00    +2.670484122890103e-02    -4.494209409006508e-02    +1.239417035334188e-01
+1.220999999999982e-08    +0.000000000000000e+00    +1.214551159504723e+06    +0.000000000000000e+00    +2.706306771582797e-02    -4.478296948108768e-02    +1.239803059658273e-01
+1.221999999999982e-08    +0.000000000000000e+00    +1.215545877899076e+06    +0.000000000000000e+00    +2.742561947801885e-02    -4.462203141449196e-02    +1.240186892668323e-01
+1.222999999999982e-08    +0.000000000000000e+00    +1.216540596293428e+06    +0.000000000000000e+00    +2.779263564340312e-02    -4.445921339684972e-02    +1.240568396454410e-01
+1.223999999999982e-08    +0.000000000000000e+00    +1.217535314687781e+06    +0.000000000000000e+00    +2.816426262874632e-02    -4.429445492707682e-02    +1.240947423784483e-01
+1.224999999999982e-08    +0.000000000000000e+00    +1.218530033082135e+06    +0.000000000000000e+00    +2.854065449966825e-02    -4.412768451363704e-02    +1.241323815273872e-01
+1.225999999999982e-08    +0.000000000000000e+00    +1.219524751476487e+06    +0.000000000000000e+00    +2.892197350752656e-02    -4.395883396416420e-02    +1.241697401222314e-01
+1.226999999999982e-08    +0.000000000000000e+00    +1.220519469870840e+06    +0.000000000000000e+00    +2.930839129173356e-02    -4.378782490597265e-02    +1.242068002715140e-01
+1.227999999999982e-08    +0.000000000000000e+00    +1.221514188265193e+06    +0.000000000000000e+00    +2.970008974728829e-02    -4.361457946968099e-02    +1.242435426920831e-01
+1.228999999999982e-08    +0.000000000000000e+00    +1.222508906659545e+06    +0.000000000000000e+00    +3.009725980638169e-02    -4.343900744900982e-02    +1.242799467928543e-01
+1.229999999999982e-08    +0.000000000000000e+00    +1.223503625053898e+06    +0.000000000000000e+00    +3.050010444766733e-02    -4.326102613788500e-02    +1.243159905128515e-01
+1.230999999999982e-08    +0.000000000000000e+00    +1.224498343448251e+06    +0.000000000000000e+00    +3.090883912185918e-02    -4.308053949178541e-02    +1.243516500069754e-01
+1.231999999999982e-08    +0.000000000000000e+00    +1.225493061842603e+06    +0.000000000000000e+00    +3.132369214399994e-02    -4.289744607494012e-02    +1.243868999788113e-01
+1.232999999999982e-08    +0.000000000000000e+00    +1.226487780236956e+06    +0.000000000000000e+00    +3.174490655344020e-02    -4.271163762496342e-02    +1.244217129924760e-01
+1.233999999999982e-08    +0.000000000000000e+00    +1.227482498631309e+06    +0.000000000000000e+00    +3.217274072613330e-02    -4.252299688475958e-02    +1.244560596272219e-01
+1.234999999999982e-08    +0.000000000000000e+00    +1.228477217025661e+06    +0.000000000000000e+00    +3.260747009128370e-02    -4.233140382149701e-02    +1.244899077849590e-01
+1.235999999999982e-08    +0.000000000000000e+00    +1.229471935420014e+06    +0.000000000000000e+00    +3.304938906631237e-02    -4.213672652686217e-02    +1.245232230405466e-01
+1.236999999999982e-08    +0.000000000000000e+00    +1.230466653814367e+06    +0.000000000000000e+00    +3.349881255791755e-02    -4.193882351299090e-02    +1.245559679478550e-01
+1.237999999999982e-08    +0.000000000000000e+00    +1.231461372208720e+06    +0.000000000000000e+00    +3.395607725585865e-02    -4.173754740750485e-02    +1.245881022253268e-01
+1.238999999999982e-08    +0.000000000000000e+00    +1.232456090603073e+06    +0.000000000000000e+00    +3.442154469439229e-02    -4.153273456193231e-02    +1.246195816775108e-01
+1.239999999999982e-08    +0.000000000000000e+00    +1.233450808997426e+06    +0.000000000000000e+00    +3.489560339495668e-02    -4.132421723347220e-02    +1.246503583230836e-01
+1.240999999999982e-08    +0.000000000000000e+00    +1.234445527391778e+06    +0.000000000000000e+00    +3.537867210112332e-02    -4.111179980997333e-02    +1.246803794825728e-01
+1.241999999999982e-08    +0.000000000000000e+00    +1.235440245786131e+06    +0.000000000000000e+00    +3.587120237908570e-02    -4.089528509050611e-02    +1.247095879978507e-01
+1.242999999999982e-08    +0.000000000000000e+00    +1.236434964180484e+06    +0.000000000000000e+00    +3.637368223832725e-02    -4.067445166912545e-02    +1.247379209199049e-01
+1.243999999999982e-08    +0.000000000000000e+00    +1.237429682574837e+06    +0.000000000000000e+00    +3.688664081120581e-02    -4.044906308128364e-02    +1.247653090264297e-01
+1.244999999999982e-08    +0.000000000000000e+00    +1.238424400969189e+06    +0.000000000000000e+00    +3.741065247758742e-02    -4.021886310068325e-02    +1.247916758453232e-01
+1.245999999999982e-08    +0.000000000000000e+00    +1.239419119363542e+06    +0.000000000000000e+00    +3.794634299677987e-02    -3.998356610029870e-02    +1.248169370183960e-01
+1.246999999999982e-08    +0.000000000000000e+00    +1.240413837757895e+06    +0.000000000000000e+00    +3.849439532460362e-02    -3.974286836267756e-02    +1.248409989456125e-01
+1.247999999999982e-08    +0.000000000000000e+00    +1.241408556152247e+06    +0.000000000000000e+00    +3.905555644601509e-02    -3.949642568236043e-02    +1.248637576883798e-01
+1.248999999999982e-08    +0.000000000000000e+00    +1.242403274546600e+06    +0.000000000000000e+00    +3.963064648041013e-02    -3.924387288616207e-02    +1.248850967124411e-01
+1.249999999999982e-08    +0.000000000000000e+00    +1.243397992940953e+06    +0.000000000000000e+00    +4.022056872240683e-02    -3.898479816369729e-02    +1.249048858426578e-01
+1.250999999999982e-08    +0.000000000000000e+00    +1.244392711335306e+06    +0.000000000000000e+00    +4.082631971677318e-02    -3.871875137526633e-02    +1.249229789477444e-01
+1.251999999999982e-08    +0.000000000000000e+00    +1.245387429729659e+06    +0.000000000000000e+00    +4.144900508076943e-02    -3.844522633127835e-02    +1.249392105461224e-01
+1.252999999999982e-08    +0.000000000000000e+00    +1.246382148124011e+06    +0.000000000000000e+00    +4.208985378448886e-02    -3.816366737198645e-02    +1.249533933252773e-01
